Home,Road,line,linesag,linepayne,linemass,linepfz,linelaz,linemoore,linesagr,linewayward,lineargh,linepaynep,linehow,linesagpred,linepaynewl,linekam,linerwp,lineavg,lineelo,lineloud,lineborn,linedokter,linedunk,linebill,linepugh,linebihl,linecurry,lineround,lineclean,linefei,linemedian,lineharville,linesaggm,linemidweek,linedonchess,lineespn,linetalis,lineopen,linepig,linepiratings,linecons,linecong,linedwig,linepibias,linel2,lineteamrank,linelog,linepimean,lineca,linel2hf,linekerns,linekeep,linebig200,linecfp,linestd,vscore,hscore,week,actual,total,phcover,phwin
Colorado St.,UTEP,9,11.95,8.25,7.2,3.84,8.54,3.91,11.03,6.82,10,6.62,7,11.63,9.14,5.41,7.07,9.33,5.79,4,8.05,13.1,10.58,17.06,9.72,,3.1,13,8,8.5,8.54,4.45,13.28,9,6.5,7.5,7.01,10,17,14.3,9.45,18.32,6,16.4,,10.8,,14.7,9,,-2.35,12.85,11.56,12.2,4.45,17,27,5,10,44,0.5079843824,0.7142639236
Connecticut,Florida Atlantic,1.5,-0.99,-0.86,-3.16,-0.68,-0.82,1.36,-1.62,-5.99,1,-4.78,0.01,-0.98,1.27,-3.35,1.9,-1.11,6.53,-1,2.75,0.99,-0.61,2.64,-4.21,,2.64,-9,1,-6.6,-0.74,-0.74,-1.75,2.5,-0.4,1.4,0.73,-2,-8,-0.7,2.1,4.87,-5,-2.1,,-1.2,,-2.3,1.5,,-10.2,3.45,-0.86,-6.4,3.51,14,48,5,34,62,0.4362251161,0.4727819326
Florida St.,California,2.5,6.27,22.81,6.2,-0.15,-4.24,17.13,5.56,5.91,-5,17.02,-1,5.3,25.92,3.56,6.64,3.87,-5.86,-22,-2.85,5.53,-2.68,4.35,2.07,,-2.42,-16,8,1.3,4.17,0.54,7.48,2.5,6.2,3.55,8.47,3,1,2.6,-8.75,14.3,-6,2.9,,5.7,,3.3,2.5,,-7.85,4.17,5.33,5.8,8.91,9,14,5,5,23,0.5299941478,0.5841735209
Indiana,Charlotte,28.5,23.52,10.89,28.68,21.53,28.26,19.39,25.24,22.8,21,15.01,19,25.79,8.67,20.89,16.8,24.07,28.97,40,32.85,24.89,33.52,16.37,33.87,,25.29,28,9.5,22,24.89,28.13,21.42,29,22.5,33.84,25.06,27.5,28,25.1,35.35,24.46,32,25.1,,32,,23.4,28,,30.2,29.87,22.56,23.9,7.02,14,52,5,38,66,0.3992727938,0.9172437387
Iowa St.,Arkansas St.,21,18.41,14.68,26.45,20.55,18.08,17.59,19.59,19.46,12,18.57,13,17.63,12.58,25.03,14.3,19.05,18.69,8,14.25,22.88,18.03,15.56,19.67,,23.44,19,12,22.3,19,20.29,19.07,21,11.2,14.62,20.07,20,24,28.1,26.95,17.25,20,29.6,,19.9,,27,21,,13.7,28.65,21.76,13.7,5.28,7,52,5,45,59,0.4536001396,0.8726079191
Jacksonville St.,Southern Miss.,6,5.31,16.57,3.2,5.41,3.21,1.02,5.32,3.22,-5,16.9,2,4.17,16.39,10.4,10.91,6.97,8.04,-5,7.55,6.15,6.24,13.65,3,,7.55,13,14.5,10.9,6.2,6.61,5.84,6,3.3,0.79,10.53,6.5,6,4.7,6.65,12,1,5.6,,3.7,,6.2,6,,9.65,6.46,7.55,3.6,5.13,7,44,5,37,51,0.5231807637,0.6619374573
Kentucky,Ohio,20,20.09,7.02,23.22,5.65,15.28,28,23.3,14.89,9,14.05,5.5,19.41,3.23,16.92,7.52,16.56,11.57,-2,24.45,23.89,16.32,6.19,21.2,,17.25,2,3,16.3,17,14.88,19.06,20,17,18.75,22.04,17.5,25,26.6,15.75,27.16,20,27.2,,20.6,,25.4,20,,15,26.35,19.1,13.4,8.13,6,41,5,35,47,0.4235187485,0.8234544656
LSU,UCLA,21,18.4,15.56,13.03,15.51,17.01,30.43,18.93,21.33,13,16.25,14.5,19.05,15.19,22.23,12.53,18.15,15.47,10,21.55,18,26.83,18.67,19.79,,15.51,10,11.5,18.5,18.26,13.27,18.26,24,17.5,18.7,20.3,22.5,18,24.6,24.85,11.04,24,26.4,,19.5,,24.4,20.5,,16.95,15.99,19.25,21.1,4.72,17,34,5,17,51,0.4316893094,0.8634268321
Liberty,East Carolina,7.5,7.09,30.52,5.39,7.09,1.61,25.41,5.68,7.23,3,16.42,15,5.98,38.1,10.07,17.68,11.27,12.48,5,7.45,9.97,9.21,24.81,4.2,,14.65,14,16.5,12.1,9.15,7.41,9.12,6,10,1.42,12.3,6.5,9,7,18.2,12.48,-1,5.7,,3.6,,8.3,7.5,,6.8,9.15,14.52,5.8,8.10,24,35,5,11,59,0.5837718898,0.7364413872
Louisiana Tech,Tulsa,3,1.22,0.13,-3.79,-0.03,2.59,2.92,0.2,-2.68,-2,1.8,0.01,1.64,-0.78,1.28,16.91,0.76,-1.8,-4,-0.05,4.59,-5.04,0.29,3.36,,1.89,-3,8.5,3.1,0.29,2.89,0.63,3,0.8,-0.04,0.01,-4,0.01,-2.7,3.15,0.64,-5,-3.4,,1,,-1.9,2.5,,8.25,1.47,3.03,-3,3.92,23,20,5,-3,43,0.4455158093,0.5185368758
Louisiana-Lafayette,Tulane,-1.5,-2.46,-9.8,-5.54,-2.33,-5.98,-14.57,-4.51,-0.84,-1,-3.25,1,-3.42,-13.33,-6.84,-8.93,-5.2,2.4,11,-8.35,-2.64,-11.45,-17.08,-10.93,,-7.24,-3,7.5,-0.2,-5,-6.14,-1.26,-3,-3.6,-4.79,-7.3,-3,-7,-6.2,-0.35,-3.39,-18,-5.6,,-5,,-5,-2,,3.85,-4.77,-6.64,2.5,5.96,41,33,5,-8,74,0.4136425031,0.3795593428
Louisville,Georgia Tech,10,10.89,9.37,10.84,13.56,12.33,10.65,11.5,12.48,0.25,9.32,8,10.47,9.41,12.25,9.24,10.26,9.51,12,16.45,14.69,5.55,8.11,16.17,,5.26,2,7,11.3,10.8,12.17,10.86,10.5,10.4,12.04,5.28,10,10,12.3,8.95,12.29,18,13.5,,10.8,,12.5,10,,11.25,11.36,9.63,7.2,3.43,19,31,5,12,50,0.5063863146,0.7362189605
Michigan,USC,-4.5,1.47,24.5,9.67,8.64,-1.57,0.46,-1.88,7.85,1,20.53,10.5,1.63,26.63,5.34,16.06,4.92,5.44,-14,3.05,-1.25,4.72,5.88,0.56,,18.46,3,5.5,7.5,3.32,1.56,3.32,-5.5,-5,-2.8,19.12,-6,3,3.2,3.62,-0.05,-9,4.4,,-2.7,,3,-3,,-14.4,4.94,-3.13,7.1,8.70,24,27,5,3,51,0.6986056461,0.607111464
Middle Tenn.,Duke,-15,-14.56,-15.41,-20.2,-17,-14.38,-7,-17.7,-11.01,-13,-15.75,-13.5,-15.34,-15.23,-18.14,-5.74,-17.59,-23.2,-25,-25.65,-16.74,-29.92,-22.94,-18.55,,-28.52,-17,4.5,-16.9,-17,-18.79,-13.92,-15,-11.7,-14.9,-16.09,-13,-25,-21.6,-25.9,-18.19,-24,-21,,-15,,-19.4,-15,,-24.95,-19.56,-25.57,-14.9,6.30,45,17,5,-28,62,0.4397302475,0.1515159454
Minnesota,Iowa,-2.5,-2.53,-6.96,-1.42,2.09,3.71,-3.34,-4.03,0.06,2,-4.6,-1,-1.55,-8.21,-1.74,-4.75,-2.41,1.03,2,0.95,-5.52,-1.92,-7.83,3.01,,-4.54,8,-0.5,0.01,-1.92,1.17,-3.61,-2.5,-1.6,-0.1,-6.19,-2.5,-2,-7.7,-5.25,-6.31,-3,-7.6,,-1.2,,-7.3,-2.5,,-0.2,-0.87,-5.59,1.6,3.69,31,14,5,-17,45,0.5022029537,0.4412237614
Mississippi,Georgia Southern,35,28.72,27.46,32.9,26.57,27.62,47.5,34.31,24.09,22,28.61,25,27.76,26.86,32.25,18.19,31.68,23.14,32,41.55,35.85,35.39,26.7,40.18,,37.24,31,14,30,32.25,37.13,27.17,36,25,31.79,37.36,35,38,37.7,34.65,35.74,39,39.1,,37.7,,38.4,35,,40.85,33.22,32.05,32.5,6.75,13,52,5,39,65,0.4236893901,0.9668598844
Mississippi St.,Florida,-6.5,-2.86,-1.28,-0.98,4.29,8.28,-7.98,-3.37,-3.89,-1,-6.25,2,-3.03,1.4,-5.71,-1.41,-2.17,2.81,6,-2.25,-11.13,-6.83,5.85,-1.48,,-2.6,12,4.5,-5,-2.6,0.4,-3.81,-6,-3.5,-1.1,-8.34,-5,-12,-6.1,0.01,-9.26,14,-7.3,,-6.1,,-6.7,-6,,-0.85,-8.82,-1.84,-4.4,5.85,45,28,5,-17,73,0.6009911611,0.4489746834
Missouri,Vanderbilt,20,22.54,34.33,20.34,21.3,17.8,33.92,23.94,22.99,14,31.27,23,21.23,35.97,25.83,18.67,24.32,22.18,15,27.15,21.3,31.93,24.22,23.76,,30.92,23,16,23.3,23.3,18.71,24,20,24.5,18.76,31.18,20.5,23,24.8,29.75,20.66,22,25.6,,22,,26.1,20.5,,20.2,32.81,30.03,17.4,5.31,27,30,5,3,57,0.6018354129,0.9268897157
Navy,Memphis,-9.5,-11.04,-14.8,-9.3,-7.93,-5.46,-21.72,-14.57,-6.45,-8,-13.81,-12.5,-10.6,-15.34,-12.09,-5.33,-12.44,-12.72,3,-16.15,-13.66,-14.55,-22.66,-12.85,,-17.93,-1,-1,-10.7,-12.85,-10.14,-10.83,-9.5,-15,-10.45,-15.68,-11,-15,-13.2,-17.85,-13.71,-18,-12.9,,-12.5,,-12.7,-10,,-3.3,-18.45,-18.67,-10.3,5.52,44,56,5,12,100,0.4305681548,0.2295981227
Nebraska,Illinois,9,7.73,2.42,4.3,1.35,5.45,15.25,7.56,6.14,3,5.05,0.5,7.26,1.01,4.36,2.14,4.86,3.41,2,3.45,7.81,2.03,-11.82,4.78,,-0.35,10,3,6.6,4.78,3.36,8.01,7.5,6.7,7.67,1.88,9,7,7.5,5.25,4.04,4,8,,5.6,,11.4,8,,14.2,3.68,5.81,3.4,4.99,31,24,5,-7,55,0.4017598834,0.6148808015
New Mexico,Fresno St.,-13.5,-11.56,-10.04,-16.44,-18.26,-15.42,-3.49,-12.15,-18.52,-18,-10.07,-21.5,-13.4,-10.02,-20.52,-8.77,-16.07,-18.21,-24,-18.35,-16.06,-17.16,-19.96,-19.87,,-16.29,-24,-4,-16.9,-17.16,-13.43,-11.81,-14,-19.5,-13.19,-14.25,-16,-18,-16.5,-19.6,-22.07,-22,-18.9,,-19.4,,-18.8,-14,,-15.85,-20.47,-17.56,-20.3,4.76,38,21,5,-17,59,0.438383104,0.166113123
North Carolina,James Madison,10.5,8.34,-3.3,9.37,3.35,8.31,22.87,7.87,5.73,11,-0.02,8,8.94,-5.06,4.11,3.44,6.64,5.3,4,3.75,12.54,-1.9,-4.1,9.56,,1.35,12,2,3.3,7.87,10.11,7.89,10.5,7.4,7.53,-1.16,10.5,10,14.7,12.6,17.29,11,14.9,,11.6,,13.2,10,,-2.25,3.83,8.36,4.8,6.28,70,50,5,-20,120,0.4105535616,0.6513528286
North Texas,Wyoming,7,2.59,-10.98,0.14,3.59,4.81,7.6,2.37,2.62,12,-5.98,10.5,2.19,-13.67,4.52,6.55,2.36,5.63,15,-2.25,3.2,7.53,0.81,1.95,,4.53,12,10.5,1.9,2.61,2.09,2.25,7,7.6,8.38,0.14,9,,-3.7,5.95,-6.24,6,-2,,8,,-0.7,6.5,,8.45,-2.95,0.28,6,5.99,17,44,5,27,61,0.3922462633,0.5553113219
Northern Ill.,Buffalo,13.5,12.3,11.28,8.64,9.58,11.9,1.01,12.26,8.25,7,9.81,7,12.69,12.08,12.91,11.71,12.58,18.24,14,14.25,17.51,20.21,14.93,12.58,,12.71,18,10,6.7,12.26,8.68,12.22,13.5,14.5,11.96,9.22,15,19,13.1,17.5,25.04,12,14.9,,17.7,,13.7,13.5,,11.8,16,12.58,10.6,4.25,23,20,5,-3,43,0.4776793039,0.7779984098
Notre Dame,Miami (Ohio),27.5,26.63,15.66,33.36,29.92,24.92,42.45,29.74,27.71,17,28.88,19.5,26.11,8.55,31.98,12.95,25.83,19.68,28,38.45,25.2,32.79,8.48,33.87,,26.74,38,13.5,27.8,27.2,29.63,26.3,28,23.5,31.13,31.43,26,23,27.5,31.15,15.44,31,27.9,,31.9,,27.2,27.5,,26.75,35.88,17.97,23.7,8.22,3,28,5,25,31,0.4627847719,0.9257626689
Ohio St.,Marshall,39.5,30.65,29.4,36.97,26,26.98,46.11,35.09,35.96,19,36.33,25.5,28.78,25.66,42.98,19.53,34.55,32.28,27,47.45,37.23,42.26,21.88,40.92,,37.14,32,22,37.7,35.96,32.92,31,40,31,31.41,42.68,39,39,40.8,35.47,42.33,39,44.4,,38.2,,42.2,39,,47.3,40.64,35.11,36.2,7.81,14,49,5,35,63,0.3898245229,0.9745773355
Oklahoma,Tennessee,-7,-0.39,6.85,-2.86,-2.63,-6.51,-8.14,-4.56,-3.76,7,8.92,4,-0.94,5.74,-3.55,1.13,-2.31,-6.61,-19,-12.65,-2.85,-10.62,3.98,-10.42,,-1.03,1,4,-5.2,-1.8,-8.29,2.1,-7.5,-5.5,-8.55,-5.58,-7,0.01,0.5,0.7,-1.34,-17,-0.6,,-10.7,,-1.8,-6.5,,-11.25,6.56,3.03,-3.3,6.51,25,15,5,-10,40,0.6077180717,0.4464450546
Oklahoma St.,Utah,-1,2.24,3.79,2.06,-6.18,4.55,4.43,2.28,2.73,3,1.37,2.5,2.15,5.09,0.11,5.28,3.23,1.78,-2,4.05,1.95,8.12,7.22,2.34,,13.08,7,2,2.1,2.73,1.91,1.37,2.5,2.8,4.06,4.51,2.5,3,2.4,3.85,3.84,5,1.1,,-0.5,,1.3,0.5,,11.25,3.82,6.64,-2.8,3.20,22,19,5,-3,41,0.6030319662,0.5790457114
Oregon St.,Purdue,3.5,8.72,14.75,9.09,16.6,5.5,-0.65,7.16,14.73,2,18.55,11.5,9.48,12.71,18.66,11.94,9.93,13.14,10,12.05,5.35,17.42,15.68,7.83,,10.88,12,10.5,15,9.66,9.66,9.08,4.5,4.3,10.74,8.4,6,2,8.2,14,10.42,4,7.5,,5.2,,8.6,4.5,,9.85,6.33,10.74,8.5,4.49,21,38,5,17,59,0.6516369854,0.7263764699
Penn St.,Kent,49,44.57,49.48,45.11,48.45,41.32,49.79,49.66,37.97,31,56.79,38,44.26,45.54,54.87,19.65,47.98,47.64,36,58.25,52.05,53.99,40.55,53.65,,60.12,45,24,46.4,49.48,45.59,44.45,49,33.5,50.4,54.32,48.5,58,59.3,46.89,50.14,57,60,,50.8,,57.6,49,,52.1,68.56,61.45,38.8,9.71,0,56,5,56,56,0.4781464195,0.9950319034
SMU,TCU,-2.5,0.93,10.49,-2.33,2.96,-2.01,3.43,0.07,-2.47,-1,8.34,4,0.54,11.64,0.29,2.68,1.65,-3.16,-4,-1.65,1.14,0.48,8.35,-0.16,,3.99,-6,15,-2.8,0.93,0.7,0.97,-3,-0.7,1.44,3.36,-2,2,0.5,1.75,10.11,-2,3.1,,-2,,1.4,-2,,-7.8,0.11,-1.01,2.6,4.73,42,66,5,24,108,0.5989105522,0.5396720699
Sam Houston St.,New Mexico St.,16.5,11.37,-11.43,5.23,5.43,11.96,11.29,10.07,8.88,12,-5.89,1,14.01,-14.41,3.42,-6.86,7.84,8.25,13,14.75,9.3,10.01,-10.14,14.06,,2.94,26,7,6.2,9.3,7.78,10.02,16.5,7.2,17.22,-2.87,12,15,11.1,10.5,9.29,7,12,,19.9,,11.8,15.5,,32.8,17.18,12.6,8,9.56,11,31,5,20,42,0.3201529118,0.6638619146
South Carolina,Akron,27,30.35,27.2,34.76,22.84,29.39,29.99,32.53,30.01,22,31.81,24.5,31.02,24.72,33.38,18.04,29.88,28.42,17,39.75,31.05,40.85,26.53,36.41,,32.58,8,13,35.9,31.05,29.08,30.06,28,24.5,25.59,34.16,27.5,40,35.6,36.05,34.19,32,34,,31.5,,34.2,27.5,,32.95,38.51,35.43,21.3,7.04,7,50,5,43,57,0.5658630472,0.9573481002
South Florida,Miami (Fla.),-17,-10.17,-8.01,-13.71,-10.66,-10.42,-23.15,-13.66,-11.27,-5,-12.79,-10,-9.58,-5.45,-20.41,-9.49,-13.36,-11.99,-21,-15.55,-16.57,-18.08,-2.08,-16.97,,-5.16,-10,-0.5,-15.7,-13.58,-18.47,-10.08,-16.5,-13.9,-16.26,-15.96,-16.5,-14,-24.7,-16.45,-6.96,-21,-24,,-14.4,,-22.6,-17,,-30.8,-9.14,-13.58,-6.9,6.62,50,15,5,-35,65,0.5837988424,0.2186617675
Syracuse,Stanford,9.5,10.01,7.67,5.73,16.2,9.87,15.86,9.27,8.78,7,5.42,13,9.53,8.87,7.84,6.51,9.59,9.64,9,8.95,7.92,11.06,23.43,9.67,,14.63,30,6.5,4.8,8.78,10.42,11.11,8.5,6.9,7.74,2.85,9.5,11,4.4,19.25,7.46,11,7.2,,6.4,,7,9.5,,33.7,-2.57,0.48,1.8,6.87,26,24,5,-2,50,0.5020759107,0.7103707759
Temple,Utah St.,-6.5,-8.79,-8.12,-5.73,-5.43,-3.99,-7.77,-10.54,-2.91,-5,-8.02,-10,-8.93,-8.17,-9.48,-7.78,-7.09,-6.15,-12,1.85,-11.56,-3.02,-5.99,-7.88,,-4.99,3,3,-8.3,-7.88,-5.69,-9.33,-6,-6.7,-3.77,-5.16,-7,-16,-12.1,-4.9,-12.88,-11,-12.9,,-9.3,,-11.3,-6.5,,0.8,-10.14,-8.96,-5.4,4.19,29,45,5,16,74,0.4856658051,0.3329187072
Texas,Louisiana-Monroe,44.5,42.61,42.94,40.32,37.26,26.96,55.26,52.74,36.34,24,46.65,32,38.64,40.93,47.3,19.43,42.77,39.64,12,46.55,49.59,52.52,37.52,46.81,,52.9,29,18.5,42.8,42.8,40.97,42.36,44.5,34.5,43.66,50.02,45,53,55.5,39.55,63.04,47,58.8,,45.9,,55.7,44.5,,31.95,56.81,48.29,42.3,11.31,3,51,5,48,54,0.4646396562,0.9858882474
Texas A&M,Bowling Green,22.5,22.86,11.7,27.15,15.67,12.68,34.75,24.26,21.99,14,20.44,14,21.9,6.99,21.44,5.57,18.28,3.63,1,16.15,20.74,15.71,13.95,23.27,,18.42,5,7,24.2,20.44,18.65,24,22.5,25,21.09,15.39,23,23,25.6,23.74,15.69,11,27.4,,21.3,,26.3,22.5,,20.7,19.66,9.91,28,7.45,20,26,5,6,46,0.4049102971,0.8514028332
Texas Tech,Arizona St.,3.5,4.67,14.25,6.69,6.69,-10.71,10.47,3.82,7.99,0.25,16.42,4.5,3.65,13.07,8.45,2.32,3,-4.51,-7,2.65,5.66,3.26,-1.65,0.34,,5.08,-13,5.5,5.2,3.65,2.21,5.78,2.5,3.1,0.89,6.15,3.5,2,2,-2.45,12.28,-18,1.8,,2,,3.2,3.5,,-10.3,6.42,-3.24,7.5,6.96,22,30,5,8,52,0.4884940147,0.5687023342
Virginia Tech,Rutgers,3.5,4.16,1.87,3.37,3.28,6.19,2.99,3.63,3.34,5,4.42,4,4.17,0.49,3.78,5.13,4.19,-1.32,-15,6.05,6.27,3.84,3.01,6.08,,4.6,-4,13,6.1,3.89,1.84,3.89,3.5,6.8,3.24,8.54,7.5,4,0.9,2.1,8.18,-1,1.7,,3.8,,3,3.5,,8.55,17.87,5.1,4.6,4.66,26,23,5,-3,49,0.5166344666,0.5999715404
Washington,Northwestern,12,11.49,23.61,18.89,16.14,15.58,11.82,11.63,16.31,6,20.58,11.5,11.75,25.26,18.54,8.48,13.33,13.8,10,14.75,10.96,11.06,3.74,14.55,,15.08,19,8.5,17.9,13.8,14.07,11.2,10.5,7.5,15.43,8.12,10,9,14.8,19.25,1.85,13,13.8,,10.1,,14,12,,13.2,16.35,8.98,11.8,5.09,5,24,5,19,29,0.5317957866,0.7880424679
Washington St.,San Jose St.,13,16.57,1.83,15.86,4.55,12.97,10.08,18.12,15.91,11,6.54,6,16.03,-0.71,11.6,-6.86,12.47,6.86,14,19.55,15.23,23.52,7.93,18.15,,11.32,17,-1.5,15.2,15.23,15.98,16.43,12.5,17.5,12.18,4.29,14,20,17.5,19.6,10.55,21,18,,17.6,,17.6,13,,8.1,21.26,17.71,7.1,6.83,52,54,5,2,106,0.487766895,0.7647240436
West Va.,Kansas,2,1.69,-0.42,4.99,-3.79,0.69,-1.64,1.84,4.39,3,-1.05,4.5,0.75,-0.08,1.7,3.16,1.13,0.63,-3,1.05,5.09,0.56,0.9,-1.16,,7.06,1,0.01,3.3,1,1.67,1.45,2,0.5,0.23,-1.35,2.5,6,2.2,1.4,3.94,-2,2.7,,-1.5,,3.1,2,,-3.5,-2.93,-4.76,4.6,2.58,28,32,5,4,60,0.4784288869,0.5280082706
Western Kentucky,Toledo,-2.5,-0.13,-3.16,-0.17,-4.58,-3.89,-2.83,-0.03,0.45,-2,-3.07,-3,-1.55,-3.21,-4.31,-9.29,-4.34,-3.47,-16,-7.35,-2.27,-16.65,-2.25,-4.82,,-2.21,-2,-3.5,1.3,-3.16,-5.59,-0.08,-2.5,-2,-5.35,-8.38,0,-3,-2.9,-8.75,0.42,-7,-2.8,,-5.7,,-2.5,-2.5,,-14.8,-5.77,-10.02,-13.2,4.09,21,26,5,5,47,0.4553125102,0.3955956057
Alabama,Georgia,-1,3.52,-1.12,2.61,7.46,12.19,-2.01,6.14,3.91,-1,-4.33,0.5,3.41,0.61,3.75,12.47,3.7,6.73,0,8.75,1.2,3.52,-0.48,12.18,,1.63,17,3.5,-1.3,3.37,7.01,0.52,-2,-2.7,6.17,-2.89,-1.5,0.01,-2.5,3.84,3.37,16,-5.2,,4.5,,-2.9,-0.5,,19,0.95,0.64,13,5.80,34,41,6,7,75,0.6095318745,0.5866473671
Auburn,Oklahoma,-2,-2.29,-12,-7.75,-2.31,-8.54,-7.47,-4.11,-7.9,-4,-12.95,-9.5,-2.33,-11.49,-9.6,-9.75,-8.06,-6.6,0,-9.65,-3.2,-13.37,-14.01,-12.38,,-10.96,-18,-2.5,-6.2,-8,-8.12,-2.31,-2,0.8,-2.79,-9.85,-2.5,-7,-8,-15.75,-3.07,-10,-6.1,,-5.2,,-6.8,-3,,-11.7,-9.5,-16.04,-6.1,4.42,27,21,6,-6,48,0.3565271549,0.3123751257
Baylor,BYU,3,1.66,-3.77,0.26,-8.37,-1.52,2.42,-0.95,-5.16,-5,-1.46,-9,1.56,-5.02,-4.57,3.5,-4.2,-10.2,0,-10.85,4.23,-12.3,-13.47,-5.56,,-14.39,-14,1,-4.6,-4.57,-5.61,2.66,3.5,3.2,-0.63,-6.57,3,-6,-2.2,-14.7,-3.08,-8,-0.8,,-1.1,,-1.3,2,,2.7,-5.93,-11.51,-0.2,5.52,34,28,6,-6,62,0.3341718234,0.4013272976
Boise St.,Washington St.,6.5,6.36,5.47,-1.95,6.23,-0.03,11.24,6.2,0.28,-4,1.15,-0.5,6.22,7.79,0.06,-5.88,2.61,1.59,0,1.05,11.41,-0.08,-5.47,0.07,,-4.19,-12,12,0.7,1.59,-4.83,6.16,7.5,7,4.55,0.29,7,7,4.3,-1.64,17.8,-4,7.1,,6,,6.1,6.5,,2.95,8.04,-8.11,8.6,5.87,24,45,6,21,69,0.4091065849,0.5612794764
Boston College,Western Kentucky,13,10.72,2.04,12.72,22.82,13.81,17.35,11.64,9.7,11,3.56,3.5,11.34,1.22,9.61,12.08,12.1,13.26,0,12.55,10.47,20.99,2.58,17.17,,5.52,9,4,5.9,12.55,15.4,9.5,13,11.1,19.07,14.9,11,15,15.1,17.5,12.77,18,15.1,,16.9,,13.8,13,,24.95,15.94,19.2,9.5,6.02,20,21,6,1,41,0.4788599379,0.7620024201
Bowling Green,Old Dominion,9.5,8.61,4.67,4.54,15.99,5.59,6.7,11.19,9.17,11,5.99,11,8.48,3.96,7.58,9.65,10.11,21.1,0,16.75,10.59,18.76,6.74,9.44,,16.43,17,6.5,6.5,9,7.76,6.41,9.5,7.9,8.55,11.62,9,8,8.4,14.73,15.69,14,10.7,,11.7,,9,9.5,,8.05,16.81,16.39,4.6,4.58,30,27,6,-3,57,0.5147250786,0.7296920125
Central Florida,Colorado,14,9.53,6.92,14.38,11.58,15.62,9.66,10.02,15.64,11,9.73,14.5,9.67,5.41,16.07,16.12,11.1,14.37,0,13.55,13.11,7.67,8.42,19.27,,7.6,17,9,14,11.15,14.1,8.93,14,7.5,14.11,16.89,11,7,5.4,17.97,11.15,-1,6.2,,16.2,,7.2,14,,3.6,16.56,14.6,11.6,4.74,48,21,6,-27,69,0.4305241787,0.7485647106
Central Mich.,San Diego St.,2.5,-0.32,0.34,-3.87,8.47,2.62,5.93,-0.97,-3.12,3,-2.61,2.5,-0.4,1.93,-8.06,9,0.2,-3.43,0,-1.25,-0.15,-9.92,0.13,1.29,,3.04,3,10,-7.7,-0.15,0.7,-1.04,2.5,2.1,4.75,-1.41,0,-6,-3.9,2.8,7.01,-5,-2.6,,1.5,,-3.7,2.5,,-0.9,5.33,3.52,-3,4.48,21,22,6,1,43,0.4445483571,0.5048373958
Clemson,Stanford,23.5,19.01,22.58,20.39,8.8,-102.9,37.59,19.86,22.07,11,24.45,22,18.72,21.57,16.96,-1.81,17.4,15.13,0,27.35,24.57,25.61,23.74,19.74,,28.17,11,12.5,25.3,20.3,17.69,19.68,21.5,23.5,19.23,30.66,21.5,20,20.2,23.14,20.77,17,22.9,,20.3,,22.9,23.5,,29.3,16.54,26.85,15.3,20.27,14,40,6,26,54,0.4063655067,0.7504034452
Connecticut,Buffalo,6,7.88,5.16,2.16,7.48,3.59,-0.21,5.99,-0.73,1,3.34,-2,9.25,6.15,2.97,-1.22,3.6,5.44,0,9.65,6.77,2.93,-7.59,6.42,,1.17,-1,3,-1.6,3.5,3.48,7.92,6,3.5,7.67,4.58,5.5,2,8.5,1.05,8.63,-2,8.6,,5.3,,6.5,6,,0.15,4.58,4.72,2.3,4.16,3,47,6,44,50,0.4418634521,0.5868189057
Duke,North Carolina,2.5,3.32,4.86,2.51,5.04,5.24,-3.44,3.57,3.25,9,5.38,8,3.44,4.58,5.7,-0.76,4.91,12.03,0,11.35,-2.65,10.54,7.04,4.75,,15.74,12,1.5,1.4,4,4.38,2.03,2.5,2.9,2.64,3.87,2.5,4,1.5,10.5,-1.47,4,0.5,,2.3,,1.1,2.5,,8.9,8.08,16.84,4.1,4.19,20,21,6,1,41,0.5583480673,0.6175475537
East Carolina,Texas-San Antonio,4,2.71,-15.49,1.44,6.93,9.82,12.13,3.01,1.53,6,-8.94,-1,3.87,-19.01,2.37,10.84,1.25,6.93,0,-0.25,4.64,7.97,-9.14,7.22,,-3.86,-3,-2.5,3.4,2.77,2.77,0.21,4,3.3,4.47,-6.8,3,-1,5.5,1.4,-6.21,9,5.9,,6,,4.3,4,,4.35,-0.68,9.29,0.5,6.71,20,30,6,10,50,0.4366149745,0.5289083304
Florida Intl.,Louisiana Tech,-3,2.9,1.73,-2.95,1.32,5.3,-2.81,-0.22,1.8,3,-3.31,-1,3.74,4.46,-1.23,11.9,2.19,2.28,0,3.75,-1.28,7.62,3.34,3.99,,-6,8,0.5,-0.3,2.1,0.2,3.8,-3,-1.4,3.59,1.79,-2,-1,2.1,2.45,8.02,-1,3.4,,3.5,,1.7,-1.5,,3.75,11.9,4.63,-1.5,3.79,10,17,6,7,27,0.6247541009,0.5533703361
Georgia St.,Georgia Southern,3.5,-0.19,5.62,4.54,7.89,-1.99,1.6,-1.26,6.52,3,3.9,4,-0.21,6.56,-0.04,4.23,2.6,-0.32,0,4.25,-2.88,8.36,9,-1.4,,9.65,2,4.5,4,3.16,3.4,-0.57,3.5,2.5,0.15,2.09,0,-4,3.3,4.9,-0.5,-5,3.8,,-3.2,,2.1,3.5,,7.4,3.16,-0.03,6.9,3.67,38,21,6,-17,59,0.4779758116,0.563388679
